Book,ASIN,Section,Location,Highlight,Note
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,095",単一責任原則の違反で生まれた悪魔を退治するには、責務が単一になるようクラスを設計することが大事です。割引サービスのソースコードに関して一部ではありますが、単一責任になるようクラスを設計する例を次に示します。 商品の定価については RegularPrice クラスを用意します（ リスト8.4）。そして価格に不正が発生しないよう、バリデーションロジックを持たせます。定価に責任を持つクラス構造ですね。 リスト3.18 の Money クラスと同じ、値オブジェクトです。バリデーションロジックが RegularPrice クラス内に凝集しているため、バリデーションロジックの重複コードが生じにくくなります。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,161",重複コードの解消には共通化が有効です。しかし、一方で、共通化してはいけないコードがあります。DRY原則の定義でも解説したように、似て非なるコードを共通化してはいけません。仕様変更の際、特定のユースケース専用の処理を、共通ロジックに挿入しなければならない場合が出てきます。そうしたロジックは、もはや共通と呼べません。共通でないとわかった段階で共通化を解消しないと、この動画のように特定ユースケースかどうかを判断する条件分岐が次々に実装されていくことになります。 処理を共通化して良いかどうかは、本章の割引の例のように、同じビジネス概念かどうかを見分ける必要があります。 また、ビジネス理解が進んでくると、あるビジネス概念が実は複数の異なる概念だった、という状況が頻繁に発生します。これはたびたびとかたまにといったレベルではありません。本当に頻繁に発生します。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,180",継承はかなり注意して扱わないと、すぐに密結合に陥ります。まずお伝えしたいのは、 継承はよっぽど注意して扱わないと危険、継承は推奨しません というのが本書のスタンスです。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,215",継承より委譲 スーパークラス依存による密結合を避けるため、 継承より委譲（ 委譲）が推奨されます。委譲とは コンポジション構造 にすることです。利用したいクラスをスーパークラスとして継承するのではなく、 リスト8.9 に示すようにprivateなインスタンス変数として持ち、呼び出す、という使い方をします。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,488",これらのメソッドは、販売価格を使って販売手数料や配送料を計算しています。凝集性についていくらか知識のある一部のエンジニアは「販売手数料や配送料は販売価格に強く関係し合っているから」と考えて SellingPrice クラスにメソッドを追加するかもしれません。しかし、販売価格とは別の概念が紛れ込んでおり、密結合です。 calcShoppingPoint メソッドはショッピングポイントを扱っており、明らかに販売価格とは別概念です。同様に、 calcDeliveryCharge メソッドの配送料も、 calcSellingCommission メソッドの販売手数料も、販売価格とは違います。販売価格のクラスにショッピングポイントや配送料といった別の概念のロジックが紛れ込むと、どこになんのロジックが書かれているのか読み解くのが困難になります。 高凝集を意図して強く関係していそうなロジックを一箇所にまとめ上げようとしたものの、結果として密結合に陥っているケースは非常に多く見られます。誰もが極めて陥りやすい罠です。 それぞれの概念は分離し、疎結合にしなければなりません。そのため、設計においては 疎結合高凝集 と呼称し、セットで語られることが多いです。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,522",表示関連のクラスの中に、表示以外の責務のロジックが実装されている構造を スマートUI(利口なUI) と呼びます。 たとえば開発初期、サービスをとにかく急いでローンチさせるため、複雑な金額計算ロジックや分岐ロジックがフロント側に実装されてしまいがちです。問題になるのは、その後画面デザインを一新したいケースです。機能は同じでデザインをまったく新しいものに差し替えようとすると、何が起こるでしょうか。複雑な金額計算ロジックなどがフロントのコードに紛れ込んでいるせいで、下手に新デザインへ差し替えると、これまで機能していたものが機能しなくなったり、バグになったりします。新デザインへ差し替えるには、機能が壊れないよう慎重に変更しなければならなくなります。スマートUIは、表示責務と表示以外の責務が密結合になっているせいで、変更を難しくしてしまうのです。 表示責務と表示以外の責務それぞれのクラスに分離しましょう＊11。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,554",リスト8.1 の DiscountManager.add メソッドのように、メソッド内に一連の処理手順がダラダラと長く書き連ねられている構造を トランザクションスクリプトパターン と呼びます＊12。 これはデータを所持するクラス（データクラス）とデータを処理するクラスとで分けている場合に頻繁に実装されます。長いものでは数百行の長大なメソッドになります。 低凝集密結合で、変更が困難です。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,639",フィクションでは、「こんなこともあろうかと」のセリフとともに、科学者や技術者がリスクを予見して下準備しておいた予備機能を発動させ、危機を乗り越える、というシーンがあります。 実際の開発においても将来の仕様を予見し、ついつい先回りしてつくり込んでしまうことがあるでしょう。しかし、先回りで実装されたロジックは、現実にはほとんど使われないばかりか、バグの原因になるなど悪魔化することが多いです。 YAGNI と呼ばれるソフトウェア原則があります。これは「You aren't going to need it.」の略で、訳すと「必要ないでしょう」になります。実際に必要になったときにのみ実装せよ、という方針です。ではYAGNI原則を守らず先回りしてつくると何が起こるのでしょうか？ ソフトウェアに対する要求は日々変化していきます。仕様として確定しておらず、明確に言語化もされていない要求に対して実装しても、ほとんどの場合予測は外れます。 予測が外れ使われなくなったロジックは、デッドコードになります。また、先回りでつくられたロジックは、往々にして複雑です。可読性が低下し、読み手を混乱させます。何かの変更をキッカケに実行されるとバグになる可能性が非常に高いです。なぜなら先回りでつくられたロジックは仕様にないからです。 先回りでつくり込んだ分だけ時間が無駄になります。今必要な機能だけをつくり、構造をシンプルにしましょう。可読性が高くなり、保守や変更が容易になります。無駄な工数がかからなくなり、もっと重要な仕事に取り組めます。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,666",このようにロジック内に直接書き込まれている意図不明な数値を マジックナンバー と呼びます。マジックナンバーは実装者本人にしかほとんど意図を理解できません。また、同一のマジックナンバーは複数の箇所で実装されがちで、重複コードを生みます。たとえば、仕様変更でお試し購読の消費ポイントが60から50に変更されたら、マジックナンバーの実装箇所すべてを修正しなければなりません。修正漏れがあるとバグになります。 マジックナンバーを書かないようにするには、定数として定義しましょう。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,773",しかし、これでいいのでしょうか。nullが入り込む前提でロジックを組むと、いたるところでnullチェックしなければなりません。nullチェックだらけでコードの見通しが悪くなりますし、nullチェックが漏れるとバグになります。 そもそもnullとは何でしょうか。未初期化状態の,リ領域へのアクセスは、制御上トラブルの原因になります。こうした事態を避けるためにnullが発明されました。nullは最低限メモリアクセストラブルを防止するためのしくみであって、null自体は無効な扱いです。 しかし、防具を装備していない状態をnullで表現している例と同様に、商品名が未設定の状態、商品の配送先が未設定の状態など、主に未設定状態をnullとして実装しているコードが世の中に多くあります。何かを持っていない状態や未設定状態も、立派な状態なのです。いわば、その状態すら存在していないのがnullなのです。nullは多大な損失を生みかねません＊4。
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,806",null安全 とは、nullが原因のエラーを発生させないしくみです。一部のプログラミング言語には、null安全の仕様を持つものがあります。 null安全を実現する機能のひとつに、 null非許容型 があります。null非許容型とは、nullを保持できない型です。Kotlinは、デフォルトではnull非許容です。nullを代入するコードはコンパイルエラーになります（ リスト9.13）。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,820",add メソッドは予約リストへの商品追加において、なんらかの原因で予約が失敗したときに例外をスローする仕様です。しかし、このコードではtry-catchで例外をキャッチしても、なんの処理もしていません。これは 例外の握り潰し と呼ばれる、極めて邪悪なロジックです。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,830",インシデント報告があってから開発側で原因調査することになります。例外を握り潰しているせいで、いつ、どのタイミングで、なんのコードが原因で不正状態になったのかわかりません。データベースのレコードや各種ログ、関連しそうなコードを、目を皿のようにして追っていかなければならなくなります。開発者の時間と体力を著しく浪費させることになりかねません。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,838",異常にはすぐに気づけるしくみにしましょう。例外をキャッチしたときには、通知や記録、場合によってはリカバリ処理を実行します。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,957",この例で示した買い物かごエンティティや安全在庫量など、ビジネス概念を表すクラスを、ビジネスクラスと呼びます。ビジネスクラスを技術駆動パッケージングでフォルダ分けすると、本来強く関係し合うファイルどうしがバラバラになり混乱します。ファイル単位で低凝集になってしまうのです。 ビジネスクラスは 図9.4 のように、ビジネス概念として強く関係し合うものどうしが一緒になるようフォルダ分けしましょう。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"3,992",大事なのは、どんな課題があるか、ある手法がその課題解決に効果的か、コスト的に問題にならないかを評価して判断する姿勢です。課題と目的を意識して技術選択できるようになりましょう。 設計にbestはありません。常にbetterを目指しましょう。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"4,021",申し訳ありませんが、この形式のコンテンツは表示できません。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"4,031",まずは、名前設計が不十分なために悪魔を呼び寄せてしまうケースを取り上げます。たとえばECサイトでの商品です。ありがちなのは、商品をそのまま「商品クラス」と設計してしまうこと。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"4,139",ラバーダッキング と呼ばれるデバッグ手法があります。これはプログラミングで何か問題が発生したときに、それを誰かに説明すると自ら原因に気づき、自己解決する手法です。ラバーダッキングの観点からも、声に出して話すのは分析行為として理に適っているのです。 積極的に話し合い、会話の中に特化した名前がないか注意深く耳をそばだてましょう。そして名前や関心事を集めていきましょう。 この声に出して話す分析活動は、書籍『ドメイン駆動設計』（17.1.11）の ユビキタス言語 を由来としています。ユビキタス言語とは、チーム全体で意図を共有するための言葉です。同じ意図の名前を、会話、ドキュメント、クラス名やメソッド名で共通して使うことで、意図の減衰を防止し、設計のいびつさを解消するのに役立ちます。チームでユビキタス言語をつくるとき、会話し続け、継続的にブラッシュアップすることの重要さをドメイン駆動設計では説いています。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"4,207",開発中の度重なる仕様変更に伴い、開発の文脈で言葉が意味するところはどんどん変化していくことがあります。そのため、名前設計には見直しが必要です。 たとえば開発初期に顧客クラスがあり、そのクラスは「個人顧客」を表現したものだったとします。ところがその後の仕様変更により「法人顧客」も扱うようになり、法人に付いて回る登記番号や組織名が顧客クラスに紛れ込んでしまうような状況です。個人顧客なのか法人顧客なのか、顧客クラスの中でロジックが混乱してしまう、ということもありえるわけです。 異なる意味が混入しそうな場合は名前が意味するところを見直したり、名前を変えたり、クラスを別々に分けるなどするのが肝要です。たとえば個人顧客クラスと法人顧客クラスを用意する、といった設計です。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"4,271",チームメンバーがしきりに「もともとの～」「補正された～」などと形容詞を使って違いを説明する、という状況が実際に頻繁にあります。 この例では詳しい人（先輩社員）がいたために違いがすぐにわかりましたが、詳しい人がチームから抜けてしまうと、周囲のロジックから違いを類推しなければならなくなります。条件が複雑だと一層困難になります。 こうした事態を防止するためには、あいまいな命名をせず、意味の違いがわかる命名が大事です。このゲームの例では少なくとも次のように命名すべきです。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"4,331",プログラマーは職業柄、プログラミング関連のことで頭がいっぱいです。すると、命名のしかたがプログラミング用語やコンピューター用語由来のものになってしまうことがあります。技術ベースでの命名を 技術駆動命名 と呼びます。 本書冒頭の リスト1.1 では、型名を表す Int、,リ制御を表す Memory や Flag など、プログラミング用語やコンピューター用語にもとづいた名前が用いられていました。 MemoryStateManager や changeIntValue01 といった命名です。これらは典型的な技術駆動命名です。技術駆動命名では意図がわかりにくくなります。 表10.3 は代表的なコンピューター技術用語、プログラミング技術用語の例です。これらはソフトウェアの実現手段であり、ビジネス目的を指し示す命名にはふさわしくないので注意が必要です。
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"4,407",～Info や ～Data と命名されたクラスは、「データだけ持たせるクラスなんだ、ロジックを実装しちゃダメなんだ」と読み手に印象付けてしまいます。1.3で解説したように、低凝集に陥ります。 ～Data、 ～Info などといったデータのみを想起させる名前は避けましょう。 ProductInfo は Product へ改善すべきです。そしてオブジェクト指向設計にもとづき、インスタンス変数に強く関係するロジックを Product クラスにカプセル化します。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"4,543",リスト1.2 で取り上げたように、クラスに Class001。メソッドに method001、 method002、 method003……といった形で、クラスやメソッドに対して番号付けで命名するのを 連番命名 と呼びます。 目的や意図が読み取れない点において技術駆動命名と似ていますが、構造改善が困難な点において連番命名は悪質です。 たとえば、技術駆動で命名されたとしても、目的駆動名前設計で名前を見直せます。名前を細分化して、目的に応じたクラスへの分割もできます。 しかし、連番命名ではそうはいきません。クラスやメソッドが番号付けで管理されているために、連番命名以外で命名すると、番号付けの秩序が失われます。番号で管理したい側から反発を招きかねません。そのため、名前が見直し困難です。 こうした管理上の強制力から、仕様追加のたびに既存メソッドにロジックが追加されるだけになります。つまり、連番命名はトランザクションスクリプトパターンに容易に陥らせてしまうのです。 連番命名は大規模開発で用いられるケースが多いです。その場合、改善には組織的な取り組みが必要となります。 10.6,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"4,655",基本的に名前は省略しないこと 長い名前はタイプ文字数が多く、タイポしやすい側面があったので、一昔前は嫌われていたのは確かです。しかし、近年では入力補完できるエディタが一般的で、タイポの心配やタイピングの労力は気になりません。 多少面倒であっても、省略せずに書きましょう。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"4,713",ここでも「毒、麻痺状態の場合trueを返す」とコメントされています。ところがロジックをよく見てみると、3つの状態を判定しています。 poison は毒、 paralyzed は麻痺、 fear は恐怖です。恐怖状態についてコメントと異なります。実際のコードでも、たびたび見受けられます。なぜこんなことが起こるのでしょうか。 それは、コードと比べてコメントはメンテナンスされにくいからです。 はじめの仕様では、 isPainful は毒と麻痺だけを判定の対象だったとします。このとき親切にも（？）、なんの状態を対象とするかコメントされることがあります。しかし、その後の仕様変更により恐怖状態が追加されたとき、問題が起こります。コードが変わったとき、コメントもセットで更新されれば良いのですが、忙しかったり注意が欠けていたりするとコメントのメンテナンスがおろそかになってしまうことがあります。 実装と比べてコメントの情報が古くなった時点で、コメントは嘘をつきはじめます。このように、情報が古くなり実装を正しく説明しなくなったコメントを 退化コメント と呼びます。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"4,971","ある値に複数の意味を持たせることを ダブルミーニング といいます。 (-1, -1) のように、取り得る値の一部を座標ではなくエラーとして扱うのはダブルミーニングです。ダブルミーニングは状況によって意味が異なるため、どう解釈するか読み手が混乱します。また、状況判断のための条件分岐があちこちに増えます。たとえば (-1, -1) かどうかを判定し、エラーへ分岐処理する実装があちこちに書かれてしまいます。ロジックがいたずらに複雑化してしまうことになります。ダブルミーニングは避けるべきです。 9.7.2でも説明したように、不正状態に対して寛容になるべきではありません。戻り値でエラーを返すのではなく、例外をスローします。",
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"5,165",このように情報システムでは、 現実世界での物理的な存在と、情報システム上のモデルが1:1になるとは限らず、1:多の関係になるケースがあることが大きな特徴 です。これが、設計品質を考える上で特に注意しなければならないところです（ 図13.9）。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"5,256",売買契約では、支払時期や決済方法といった、支払条件を指定する必要があります。 図13.13 のモデルでは、支払条件に該当する要素が含まれていません。法的な側面がシステム化されていないとどうなるでしょう？ 売り手と買い手になんらかのトラブルが発生した際、法的な有効性を発揮できず、トラブルをうまく解決できないシステムになってしまう可能性があります。機能性が損失してしまうのです。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"5,310",リファクタリング とは、外から見た挙動を変えずに、構造を整理することです。本章では、リファクタリングの方法を説明します。 リファクタリングはコードを変更するので、挙動が変わってしまうとバグになります。挙動が変わっていないことを担保する手段としてユニットテストなどがあります。それらは後述するとして、まずはリファクタリングによるコード変更の一連の流れを説明します。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"5,688",機能追加とリファクタリングを同時にやってはいけません。どちらか一方に専念しましょう。 書籍『リファクタリング』（17.1.3）では、この切り替えを「2つの帽子」と表現しています。作業するときは、「ファンクションの帽子」（機能追加）と「リファクタリングの帽子」どちらか1つだけをかぶっていることを意識しましょう。 この帽子の切り替えを意識しないと、自分が今機能追加しているのか、それともリファクタリングしているのか混乱してしまいます。またリポジトリへのコミットも、機能追加とリファクタリングを分けておかないと、そのコミットが機能追加のためだったのかリファクタリングのためだったのか、後から見分けがつかなくなります。バグが発生した場合に、機能追加またはリファクタリング、どちらの変更による原因なのか、分析を難しくしてしまいます。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"5,696",リファクタリングはスモールステップで実施しましょう。 コミットは、どうリファクタしたか、違いがわかる単位にします。たとえばリファクタリングでメソッド名の変更とロジックの移動を実施する場合、コミットを分けます。両方同じコミットに含めると、そのコミットがなんのリファクタリングを実施したのか見分けが困難になります。 数回コミットしたら、Pull Requestを作成するのが良いでしょう。変更が大量にあると、ほかのメンバーの変更コードとコンフリクトする可能性があるためです。また、リファクタしたコードに不備があった場合にロールバックが大変になります。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"6,013",コード分析をサポートする各種ツール,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"6,049",設計する上で、費用対効果の話は避けて通れません。 読者は、今携わっているプロダクトの、あらゆるソースコードが粗悪な構造に見えてくるかもしれません。そして、すべてリファクタリングする、いっそのこと書き直してしまいたい衝動に駆られるなんてことも考えられます。 ところで無限にリファクタリングできるものでしょうか？ 会社の予算は有限です＊15。その中で開発費用が捻出されるのです。こうした投資に対して、時間的な制約がある中なんとか利益を上げなければなりません。予算も時間も有限なのです。 つまり、設計やリファクタリングは無限にはできないのです。プロダクトの構造が全体的に粗悪であっても、設計的なテコ入れは一部分しかできない現実があります＊16。 こうしたコスト制約がある中で、いったいどの箇所の設計品質を高めれば良いのでしょうか。 たとえば構造的に粗悪であっても、バグがなく機能的に安定しており、仕様変更がほぼまったく生じないような箇所を一生懸命リファクタリングして、意味があるものでしょうか。変更容易性は、将来の仕様変更時の変更コストを低減する品質です。仕様変更もないのに変更容易性を高めても、かけた労力、経費が無駄になってしまいますね。費用対効果が非常に低いものと考えられます。 費用対効果の高い箇所を狙う必要があります。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"6,297",「これは何を解決したいコードなのか」「達成したい目的はなんなのか」を分析し、あるべき設計をゼロベースで組み上げる必要があります。筆者はこれを 正体を見破る と呼んでいます。しかし、正体を見破るにあたり、いくつか乗り越えるべきハードルがあります。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"6,313",知らなければ対処できないというハードルを乗り越えるには、詳しい人にインタビューしたり、文献を読んだりするなど、ソフトウェアで解決したい内容、達成したい目的について、詳しい知見やそこで使われている言葉を把握し理解することが重要になります。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"6,378",GoogleのChromiumプロジェクトのレビュー指針、「尊敬に満ちたコードレビュー」を紹介します。この指針は、 すべきこと と いけないこと を決めています。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"6,485",ソフトウェアの変更容易性に課題があるのは、これまで悪魔にたとえてきたように、変更容易性に関する設計が認知されていないことが大きな原因のひとつです。あるべき構造と効果を知らないと、悪魔は見えないのです。 勉強会においても、設計技術をいきなり無理に教え広めるのではなく、徐々に伝えていくべきです。変更容易性という品質特性がある、そして変更容易性を向上させる設計技術があることを認知させる程度の方が、入っていきやすいでしょう。,
良いコード／悪いコードで学ぶ設計入門―保守しやすい　成長し続けるコードの書き方,B09Y1MWK9N,,"6,787",それどころか残念なことに、IDEの便利機能が仇となり、品質低下の手助けになっていたケースがありました。 たとえば region ディレクティブというプリプロセッサ記述があります。これは#region でくくった範囲の行を折りたたんで隠せる機能です。数百行に及ぶ長大なメソッドを折りたたんで隠す用途に、 region ディレクティブが頻繁に使われていました。好んで使っていた方々は「読みやすくなって便利」と口にしていましたが、本来であれば長大なメソッドは小さく分割すべきです。設計改善の必要性を覆い隠し、見て見ぬふりを助長していました。 また、「if文の終わり括弧を探す機能があるんですよ。これがあればif文のブロックに何千行書いても大丈夫ですよ。すごいと思いませんか！」と大喜びで語っていた人もいました。長大で粗悪なコードを改善するのに、括弧を正確に探す機能は助けになります。しかし、逆に粗悪なコード書く手助けになっていたことがとても残念でした。 言語の特性や開発環境を活かすも殺すも、設計スキル次第です。設計をよく学び、品質を正しく高めていきましょう。,
千歳くんはラムネ瓶のなか ３ (ガガガ文庫),B086WBDKW9,,"1,139",「なんていうかね、この町って昔といまがずっと 繫 がってる気がするんだ」 「福井駅にはとうとう自動改札機が導入されたよ」 「もう、そういう表面的なことじゃなくて！」 ぽすんと、肩を 叩かれる。 「営みが続いてるっていうのかな？ たとえば自分たちの両親も、祖父母も、おんなじ空気を感じながら、おんなじように生きてたんじゃないかってさ」 言いたいことはわかる気がした。 俺の家はちと変わり者ばかりでそのご多分からは漏れてしまうだろうが、それでもこの場所で生きていると同じような印象を抱く。 明日姉の言葉が続く。 「ゆっくり時間が流れている、っていうのは 手垢 のついた表現かもしれないけれど、オンとオフって言葉があるじゃない？ ライフワークバランスとかさ。だけど福井の人って、仕事も、家庭も、平日も土日も全部が地続きの日常で、変わらずに続く穏やかな流れに身を委ねて暮らしているような気がするんだ」 「概念的にぎすぎすしてないんだよね。いい意味でも悪い意味でも『このへんで』っていう空気があるというか、まあまあのんびりいこっさ（注：いこうよ）みたいな」 それは決して、福井の人が頑張っていないとか、手を抜いているということではない。 みんなちゃんと働いているし、ちゃんと生きている。 だけど、テレビや映画、小説なんかで見る都会の人たちは、どうもひりひりしすぎているような気がするのだ。 彼ら、彼女らは、夕暮れに染まる河川敷でぼんやりと音楽を聴くような時間があるのだろうか、帰り道の路地裏に流れるいろんな家庭のごちゃっとした空気を知っているのだろうか、季節の変わり目をふと、夜の匂いで知ることがあるのだろうか。 「だけどね」 明日 姉 が言った。 「そういうこの町が、大好きで大嫌い。私、ずっとここにいる自分は簡単に想像できるんだ。… エクスポートの制限に達したため、一部のハイライトが非表示になっているか、省略されています。,
やはり俺の青春ラブコメはまちがっている。13 (ガガガ文庫),B07KP3KQ2N,,"3,263",「君は中途半端なことをするべきじゃない。本気で、全力で向き合うべきだ。俺にはその覚悟も動機もなかったけれど……君は違うだろう？」 ありえない未来を語る言葉も、 縋るような目つきも、俺の知らない過去を語る口も、その何もかもが無性に 苛立って、ぎりっと奥歯を 噛み締めていた。 「その後悔はお前のもんだろ。勝手に俺に託すんじゃねぇよ」 知らず、語気が鋭くなって、俺は葉山を 睨んだ。すると、葉山はそっと目を伏せる。 「そうだな……。俺の後悔だ。あの時からずっと 抱え続けてる。消すことも、忘れることもできない。いつも振り返って……、いつまでも前に進むことができずにいる」 胸を 掻きむしるように押さえ、葉山は苦しげに 呻いた。端正な顔立ちが悲痛に歪み、喉から血が出そうなほどに声を絞り出す。 普段の葉山 隼人 を知る人が、この姿を見たらどう思うだろう。失望するだろうか、それとも同情するだろうか。あるいは 軽蔑 するだろうか。 けれど、俺は 嫉妬 していた。その悔いる姿を見て、 羨ましいとさえ思った。,
やはり俺の青春ラブコメはまちがっている。13 (ガガガ文庫),B07KP3KQ2N,,"3,282",目を逸らすことも顔を背けることもできず、俺は目を閉じた。 お前だけだ。 お前だけがそれを言ってくれる。 どうしようもないほどに正しくて、どうとでも取れるほどに 曖昧 で、どうでもいい言葉。 お前が、葉山隼人で本当によかった。,
百億の昼と千億の夜 (ハヤカワ文庫JA),B009DEMALQ,,21,寄せてはかえし 寄せてはかえし かえしては寄せる波の音は、何億年ものほとんど永劫にちかいむかしからこの世界をどよもしていた。,
百億の昼と千億の夜 (ハヤカワ文庫JA),B009DEMALQ,,177,海は、そうした幾多、生物たちの見果てぬ夢や勇気や、努力興亡の唄を書きとどめてさらに永い永い年月を、鳴りつづけ、さわぎつづけるのだった。 星座は静かにその形を大きな魚から竜へ、竜から水がめへ、そして狩人の形から首飾りへと変えていった。かがやく星が幾つか、数倍、数十倍する光をまき散らして天から消え、あとに漠々たる光の雲を残した。 永い永い年月はただ静かに、音もなく過ぎていった。これまでそうであったように、これからもまた。 時にもし終りがあるとすればそのときまで。 ただ 寄せてはかえし 寄せてはかえし かえしては寄せ 夜をむかえ、昼をむかえ、また夜をむかえ。,
百億の昼と千億の夜 (ハヤカワ文庫JA),B009DEMALQ,,"1,314",そうした多くの部族や人々の間に今でも語り伝えられる多くの物語りや伝説の中に、いかに滅びや救いの話の多いことか。なぜであろう。なぜそのように、これまで実さいには誰も見てはいないはずのすさまじい滅びや、またそのさいにあらわれるという救いの話が多いのであろうか。ただの絵空事にしてはあまりにも真に迫り、また、あまりにもそれは確約されているように思えるではないか」,
百億の昼と千億の夜 (ハヤカワ文庫JA),B009DEMALQ,,"1,534",個体の維持生命の持続も、すべては流転するというきびしい法則の上にあらわれた仮現の相であり、そこに固定的に動かない自我というものはあり得ない。万人がこのような自我を固執してゆずらない所に、人生の悲哀と社会悪の絶えない大きな破滅の因があるのだ。かくて、すべてが動くという原理のもとではしからば天は、天も否定しなければならないのか。神の拒否か。自我の拒否か。そしてなお愛の拒否か。それを考えたいのだ」 静かな声音だった。しかしそこに彼の多年抱いてきた苦悩が濃くにじみ出,
百億の昼と千億の夜 (ハヤカワ文庫JA),B009DEMALQ,,"2,124",悉達多太子はこのとき、ふと、いつ、いかなる時代にあっても、人間のあわれさには変りがないのではあるまいか、と思った。何も知らされぬまま、何がどうなっているのかもわからぬままに、その生を終ってゆくのだろう。,
